EmployeeNumber,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,,HourlyRate,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion
1787,37,0,Travel_Rarely,589,Sales,9,College,Marketing,Male,46,2,Sales Executive,Medium,Married,4189,8800,1,Yes,No,14,Excellent,Low,5,2,3,5,2,0
1789,46,0,Travel_Rarely,734,Research & Development,2,Master,Medical,Male,46,5,Research Director,Very High,Divorced,19328,14218,7,Yes,Yes,17,Excellent,High,24,3,3,2,1,2
1790,36,0,Travel_Rarely,1383,Research & Development,10,Bachelor,Life Sciences,Male,90,3,Healthcare Representative,Low,Married,8321,25949,7,Yes,Yes,13,Excellent,Very High,15,1,3,12,8,5
1792,44,1,Travel_Frequently,429,Research & Development,1,College,Medical,Male,99,1,Research Scientist,Medium,Divorced,2342,11092,1,Yes,Yes,12,Excellent,High,6,2,2,5,3,2
1794,37,0,Travel_Rarely,1239,Human Resources,8,College,Other,Male,89,2,Human Resources,Medium,Divorced,4071,12832,2,Yes,No,13,Excellent,High,19,4,2,10,0,4
1797,35,1,Travel_Rarely,303,Sales,27,Bachelor,Life Sciences,Male,84,2,Sales Executive,Very High,Single,5813,13492,1,Yes,Yes,18,Excellent,Very High,10,2,3,10,7,7
1798,33,0,Travel_Rarely,867,Research & Development,8,Master,Life Sciences,Male,90,1,Research Scientist,Low,Married,3143,6076,6,Yes,No,19,Excellent,Medium,14,1,3,10,8,7
1799,28,0,Travel_Rarely,1181,Research & Development,1,Bachelor,Life Sciences,Male,82,1,Research Scientist,Very High,Married,2044,5531,1,Yes,No,11,Excellent,High,5,6,4,5,3,0
1800,39,0,Travel_Rarely,1253,Research & Development,10,Below College,Medical,Male,65,3,Research Director,High,Single,13464,7914,7,Yes,No,21,Outstanding,High,9,3,3,4,3,2
1801,46,0,Non-Travel,849,Sales,26,College,Life Sciences,Male,98,2,Sales Executive,Medium,Single,7991,25166,8,Yes,No,15,Excellent,High,6,3,3,2,2,2
1802,40,0,Travel_Rarely,616,Research & Development,2,College,Life Sciences,Female,99,1,Laboratory Technician,Low,Married,3377,25605,4,Yes,No,17,Excellent,Very High,7,5,2,4,3,0
1803,42,0,Travel_Rarely,1128,Research & Development,13,Bachelor,Medical,Male,95,2,Healthcare Representative,Low,Married,5538,5696,5,Yes,No,18,Excellent,High,10,2,2,0,0,0
1804,35,0,Non-Travel,1180,Research & Development,2,College,Medical,Male,90,2,Manufacturing Director,Very High,Divorced,5762,24442,2,Yes,No,14,Excellent,High,15,6,3,7,7,1
1805,38,0,Non-Travel,1336,Human Resources,2,Bachelor,Human Resources,Male,100,1,Human Resources,Medium,Divorced,2592,7129,5,Yes,No,13,Excellent,Very High,13,3,3,11,10,3
1807,34,1,Travel_Frequently,234,Research & Development,9,Master,Life Sciences,Male,93,2,Laboratory Technician,Low,Married,5346,6208,4,Yes,No,17,Excellent,High,11,3,2,7,1,0
1809,37,1,Travel_Rarely,370,Research & Development,10,Master,Medical,Male,58,2,Manufacturing Director,Low,Single,4213,4992,1,Yes,No,15,Excellent,Medium,10,4,1,10,3,0
1812,39,0,Travel_Frequently,766,Sales,20,Bachelor,Life Sciences,Male,83,2,Sales Executive,Very High,Divorced,4127,19188,2,Yes,No,18,Excellent,Very High,7,6,3,2,1,2
1813,43,0,Non-Travel,343,Research & Development,9,Bachelor,Life Sciences,Male,52,1,Research Scientist,High,Single,2438,24978,4,Yes,No,13,Excellent,High,7,2,2,3,2,1
1814,41,0,Travel_Rarely,447,Research & Development,5,Bachelor,Life Sciences,Male,85,2,Healthcare Representative,Medium,Single,6870,15530,3,Yes,No,12,Excellent,Low,11,3,1,3,2,1
1815,41,0,Travel_Rarely,796,Sales,4,Below College,Marketing,Female,81,3,Sales Executive,High,Divorced,10447,26458,0,Yes,Yes,13,Excellent,Very High,23,3,4,22,14,13
1816,30,0,Travel_Rarely,1092,Research & Development,10,Bachelor,Medical,Female,64,3,Manufacturing Director,High,Single,9667,2739,9,Yes,No,14,Excellent,Medium,9,3,3,7,7,0
1818,26,1,Travel_Rarely,920,Human Resources,20,College,Medical,Female,69,1,Human Resources,Medium,Married,2148,6889,0,Yes,Yes,11,Excellent,High,6,3,3,5,1,1
1821,46,1,Travel_Rarely,261,Research & Development,21,College,Medical,Female,66,2,Healthcare Representative,Medium,Married,8926,10842,4,Yes,No,22,Outstanding,Very High,13,2,4,9,7,3
1822,40,0,Travel_Rarely,1194,Research & Development,1,Bachelor,Life Sciences,Female,52,2,Healthcare Representative,Very High,Divorced,6513,9060,4,Yes,No,17,Excellent,Very High,12,3,3,5,3,0
1823,34,0,Travel_Rarely,810,Sales,8,College,Technical Degree,Male,92,2,Sales Executive,High,Married,6799,22128,1,Yes,No,21,Outstanding,High,10,5,3,10,8,4
1824,58,0,Non-Travel,350,Sales,2,Bachelor,Medical,Male,52,4,Manager,Medium,Divorced,16291,22577,4,Yes,No,22,Outstanding,Very High,37,0,2,16,9,14
1826,35,0,Travel_Rarely,185,Research & Development,23,Master,Medical,Male,91,1,Laboratory Technician,High,Married,2705,9696,0,Yes,No,16,Excellent,Medium,6,2,4,5,4,0
1827,47,0,Travel_Rarely,1001,Research & Development,4,Bachelor,Life Sciences,Female,92,3,Manufacturing Director,Medium,Divorced,10333,19271,8,Yes,Yes,12,Excellent,High,28,4,3,22,11,14
1829,40,0,Travel_Rarely,750,Research & Development,12,Bachelor,Life Sciences,Female,47,2,Healthcare Representative,Low,Divorced,4448,10748,2,Yes,No,12,Excellent,Medium,15,3,3,7,4,7
1830,54,0,Travel_Rarely,431,Research & Development,7,Master,Medical,Female,68,2,Research Scientist,Very High,Married,6854,15696,4,Yes,No,15,Excellent,Medium,14,2,2,7,1,1
1833,31,0,Travel_Frequently,1125,Sales,7,Master,Marketing,Female,68,3,Sales Executive,Low,Married,9637,8277,2,Yes,No,14,Excellent,Very High,9,3,3,3,2,2
1834,28,0,Travel_Rarely,1217,Research & Development,1,Bachelor,Medical,Female,67,1,Research Scientist,Low,Married,3591,12719,1,Yes,No,25,Outstanding,High,3,3,3,3,2,1
1835,38,0,Travel_Rarely,723,Sales,2,Master,Marketing,Female,77,2,Sales Representative,Very High,Married,5405,4244,2,Yes,Yes,20,Outstanding,Low,20,4,2,4,2,0
1836,26,0,Travel_Rarely,572,Sales,10,Bachelor,Medical,Male,46,2,Sales Executive,Very High,Single,4684,9125,1,Yes,No,13,Excellent,Low,5,4,3,5,3,1
1837,58,0,Travel_Frequently,1216,Research & Development,15,Master,Life Sciences,Male,87,4,Research Director,High,Married,15787,21624,2,Yes,Yes,14,Excellent,Medium,23,3,3,2,2,2
1839,18,0,Non-Travel,1431,Research & Development,14,Bachelor,Medical,Female,33,1,Research Scientist,High,Single,1514,8018,1,Yes,No,16,Excellent,High,0,4,1,0,0,0
1842,31,1,Travel_Rarely,359,Human Resources,18,Doctor,Human Resources,Male,89,1,Human Resources,Low,Married,2956,21495,0,Yes,No,17,Excellent,High,2,4,3,1,0,0
1844,29,1,Travel_Rarely,350,Human Resources,13,Bachelor,Human Resources,Male,56,1,Human Resources,Low,Divorced,2335,3157,4,Yes,Yes,15,Excellent,Very High,4,3,3,2,2,2
1845,45,0,Non-Travel,589,Sales,2,Master,Life Sciences,Female,67,2,Sales Executive,High,Married,5154,19665,4,Yes,No,22,Outstanding,Medium,10,3,4,8,7,5
1847,36,0,Travel_Rarely,430,Research & Development,2,Master,Other,Female,73,2,Research Scientist,Medium,Married,6962,19573,4,Yes,Yes,22,Outstanding,Very High,15,2,3,1,0,0
1849,43,0,Travel_Frequently,1422,Sales,2,Master,Life Sciences,Male,92,2,Sales Executive,Very High,Married,5675,19246,1,Yes,No,20,Outstanding,High,7,5,3,7,7,7
1850,27,0,Travel_Frequently,1297,Research & Development,5,College,Life Sciences,Female,53,1,Laboratory Technician,Very High,Single,2379,19826,0,Yes,Yes,14,Excellent,High,6,3,2,5,4,0
1852,29,0,Travel_Frequently,574,Research & Development,20,Below College,Medical,Male,40,1,Laboratory Technician,Very High,Married,3812,7003,1,Yes,No,13,Excellent,Medium,11,3,4,11,8,3
1853,32,0,Travel_Frequently,1318,Sales,10,Master,Marketing,Male,79,2,Sales Executive,Very High,Single,4648,26075,8,Yes,No,13,Excellent,High,4,2,4,0,0,0
1854,42,0,Non-Travel,355,Research & Development,10,Master,Technical Degree,Male,38,1,Research Scientist,High,Married,2936,6161,3,Yes,No,22,Outstanding,Medium,10,1,2,6,3,3
1856,47,0,Travel_Rarely,207,Research & Development,9,Master,Life Sciences,Female,64,1,Laboratory Technician,High,Single,2105,5411,4,Yes,No,12,Excellent,High,7,2,3,2,2,2
1857,46,0,Travel_Rarely,706,Research & Development,2,College,Life Sciences,Male,82,3,Manufacturing Director,Very High,Divorced,8578,19989,3,Yes,No,14,Excellent,High,12,4,2,9,8,4
1858,28,0,Non-Travel,280,Human Resources,1,College,Life Sciences,Male,43,1,Human Resources,Very High,Divorced,2706,10494,1,Yes,No,15,Excellent,Medium,3,2,3,3,2,2
1859,29,0,Travel_Rarely,726,Research & Development,29,Below College,Life Sciences,Male,93,2,Healthcare Representative,High,Divorced,6384,21143,8,Yes,No,17,Excellent,Very High,11,3,3,7,0,1
1860,42,0,Travel_Rarely,1142,Research & Development,8,Bachelor,Life Sciences,Male,81,1,Laboratory Technician,High,Single,3968,13624,4,Yes,No,13,Excellent,Very High,8,3,3,0,0,0
1862,32,1,Travel_Rarely,414,Sales,2,Master,Marketing,Male,82,2,Sales Executive,Medium,Single,9907,26186,7,Yes,Yes,12,Excellent,High,7,3,2,2,2,2
1863,46,0,Travel_Rarely,1319,Sales,3,Bachelor,Technical Degree,Female,45,4,Sales Executive,Low,Divorced,13225,7739,2,Yes,No,12,Excellent,Very High,25,5,3,19,17,2
1864,27,0,Travel_Rarely,728,Sales,23,Below College,Medical,Female,36,2,Sales Representative,High,Married,3540,7018,1,Yes,No,21,Outstanding,Very High,9,5,3,9,8,5
1865,29,0,Travel_Rarely,352,Human Resources,6,Below College,Medical,Male,87,1,Human Resources,Medium,Married,2804,15434,1,Yes,No,11,Excellent,Very High,1,3,3,1,0,0
1866,43,0,Travel_Rarely,823,Research & Development,6,Bachelor,Medical,Female,81,5,Manager,High,Married,19392,22539,7,Yes,No,13,Excellent,Very High,21,2,3,16,12,6
1867,48,0,Travel_Rarely,1224,Research & Development,10,Bachelor,Life Sciences,Male,91,5,Research Director,Medium,Married,19665,13583,4,Yes,No,12,Excellent,Very High,29,3,3,22,10,12
1868,29,1,Travel_Frequently,459,Research & Development,24,College,Life Sciences,Male,73,1,Research Scientist,Very High,Single,2439,14753,1,Yes,Yes,24,Outstanding,Medium,1,3,2,1,0,1
1869,46,1,Travel_Rarely,1254,Sales,10,Bachelor,Life Sciences,Female,64,3,Sales Executive,Medium,Married,7314,14011,5,Yes,No,21,Outstanding,High,14,2,3,8,7,0
1870,27,0,Travel_Frequently,1131,Research & Development,15,Bachelor,Life Sciences,Female,77,1,Research Scientist,Low,Married,4774,23844,0,Yes,No,19,Excellent,Very High,8,2,2,7,6,7
1871,39,0,Travel_Rarely,835,Research & Development,19,Master,Other,Male,41,2,Research Scientist,Very High,Divorced,3902,5141,8,Yes,No,14,Excellent,Medium,7,2,3,2,2,2
1873,55,0,Travel_Rarely,836,Research & Development,2,Master,Technical Degree,Male,98,1,Research Scientist,Very High,Married,2662,7975,8,Yes,No,20,Outstanding,Medium,19,2,4,5,2,0
1875,28,0,Travel_Rarely,1172,Sales,3,Bachelor,Medical,Female,78,1,Sales Representative,Medium,Married,2856,3692,1,Yes,No,19,Excellent,Very High,1,3,3,1,0,0
1876,30,1,Travel_Rarely,945,Sales,9,Bachelor,Medical,Male,89,1,Sales Representative,Very High,Single,1081,16019,1,Yes,No,13,Excellent,High,1,3,2,1,0,0
1878,22,1,Travel_Rarely,391,Research & Development,7,Below College,Life Sciences,Male,75,1,Research Scientist,Medium,Single,2472,26092,1,Yes,Yes,23,Outstanding,Low,1,2,3,1,0,0
1880,36,0,Travel_Rarely,1266,Sales,10,Master,Technical Degree,Female,63,2,Sales Executive,High,Married,5673,6060,1,Yes,Yes,13,Excellent,Low,10,4,3,10,9,1
1881,31,0,Travel_Rarely,311,Research & Development,20,Bachelor,Life Sciences,Male,89,2,Laboratory Technician,High,Divorced,4197,18624,1,Yes,No,11,Excellent,Low,10,2,3,10,8,0
1882,34,0,Travel_Rarely,1480,Sales,4,Bachelor,Life Sciences,Male,64,3,Sales Executive,Very High,Married,9713,24444,2,Yes,Yes,13,Excellent,Very High,9,3,3,5,3,1
1883,29,0,Travel_Rarely,592,Research & Development,7,Bachelor,Life Sciences,Male,59,1,Laboratory Technician,Low,Single,2062,19384,3,Yes,No,14,Excellent,Medium,11,2,3,3,2,1
1885,37,0,Travel_Rarely,783,Research & Development,7,Master,Medical,Male,78,2,Research Scientist,Low,Married,4284,13588,5,Yes,Yes,22,Outstanding,High,16,2,3,5,3,0
1886,35,0,Travel_Rarely,219,Research & Development,16,College,Other,Female,44,2,Manufacturing Director,Medium,Married,4788,25388,0,Yes,Yes,11,Excellent,Very High,4,2,3,3,2,0
1888,45,0,Travel_Rarely,556,Research & Development,25,College,Life Sciences,Female,93,2,Manufacturing Director,Very High,Married,5906,23888,0,Yes,No,13,Excellent,Very High,10,2,2,9,8,3
1890,36,0,Travel_Frequently,1213,Human Resources,2,Below College,Human Resources,Male,94,2,Human Resources,Very High,Single,3886,4223,1,Yes,No,21,Outstanding,Very High,10,2,2,10,1,0
1892,40,0,Travel_Rarely,1137,Research & Development,1,Master,Life Sciences,Male,98,4,Manager,Low,Divorced,16823,18991,2,Yes,No,11,Excellent,Low,22,3,3,19,7,11
1893,26,0,Travel_Rarely,482,Research & Development,1,College,Life Sciences,Female,90,1,Research Scientist,High,Married,2933,14908,1,Yes,Yes,13,Excellent,High,1,3,2,1,0,1
1898,27,0,Travel_Rarely,511,Sales,2,College,Medical,Female,89,2,Sales Executive,High,Single,6500,26997,0,Yes,No,14,Excellent,Medium,9,5,2,8,7,0
1900,48,0,Travel_Frequently,117,Research & Development,22,Bachelor,Medical,Female,58,4,Manager,Very High,Divorced,17174,2437,3,Yes,No,11,Excellent,Medium,24,3,3,22,17,4
1903,44,0,Travel_Rarely,170,Research & Development,1,Master,Life Sciences,Male,78,2,Healthcare Representative,Low,Married,5033,9364,2,Yes,No,15,Excellent,Very High,10,5,3,2,0,2
1905,34,1,Non-Travel,967,Research & Development,16,Master,Technical Degree,Male,85,1,Research Scientist,Low,Married,2307,14460,1,Yes,Yes,23,Outstanding,Medium,5,2,3,5,2,3
1907,56,1,Travel_Rarely,1162,Research & Development,24,College,Life Sciences,Male,97,1,Laboratory Technician,Very High,Single,2587,10261,1,Yes,No,16,Excellent,Very High,5,3,3,4,2,1
1908,36,0,Travel_Rarely,335,Sales,17,College,Marketing,Male,33,2,Sales Executive,Medium,Married,5507,16822,2,Yes,No,16,Excellent,High,12,1,1,4,2,1
1909,41,0,Travel_Rarely,337,Sales,8,Bachelor,Marketing,Female,54,2,Sales Executive,Medium,Married,4393,26841,5,Yes,No,21,Outstanding,High,14,3,3,5,4,1
1911,42,0,Travel_Rarely,1396,Research & Development,6,Bachelor,Medical,Male,83,3,Research Director,Low,Married,13348,14842,9,Yes,No,13,Excellent,Medium,18,3,4,13,7,5
1912,31,0,Travel_Rarely,1079,Sales,10,College,Medical,Female,86,2,Sales Executive,Very High,Divorced,6583,20115,2,Yes,Yes,11,Excellent,Very High,8,2,3,5,2,1
1915,34,0,Travel_Rarely,735,Sales,3,Below College,Medical,Female,75,2,Sales Executive,Very High,Married,8103,16495,3,Yes,Yes,12,Excellent,High,9,3,2,4,2,0
1916,31,0,Travel_Rarely,471,Research & Development,4,Bachelor,Medical,Female,62,1,Laboratory Technician,High,Divorced,3978,16031,8,Yes,No,12,Excellent,Medium,4,0,2,2,2,2
1918,26,0,Travel_Frequently,1096,Research & Development,6,Bachelor,Other,Male,61,1,Laboratory Technician,Very High,Married,2544,7102,0,Yes,No,18,Excellent,Low,8,3,3,7,7,7
1922,45,0,Travel_Frequently,1297,Research & Development,1,Master,Medical,Male,44,2,Healthcare Representative,High,Single,5399,14511,4,Yes,No,12,Excellent,High,12,3,3,4,2,0
1924,33,0,Travel_Rarely,217,Sales,10,Master,Marketing,Male,43,2,Sales Executive,High,Single,5487,10410,1,Yes,No,14,Excellent,Medium,10,2,2,10,4,0
1927,28,0,Travel_Frequently,783,Sales,1,College,Life Sciences,Male,42,2,Sales Executive,Very High,Married,6834,19255,1,Yes,Yes,12,Excellent,High,7,2,3,7,7,0
1928,29,1,Travel_Frequently,746,Sales,24,Bachelor,Technical Degree,Male,45,1,Sales Representative,Low,Single,1091,10642,1,Yes,No,17,Excellent,Very High,1,3,3,1,0,0
1929,39,0,Non-Travel,1251,Sales,21,Master,Life Sciences,Female,32,2,Sales Executive,High,Married,5736,3987,6,Yes,No,19,Excellent,High,10,1,3,3,2,1
1931,27,0,Travel_Rarely,1354,Research & Development,2,Master,Technical Degree,Male,41,1,Research Scientist,Medium,Married,2226,6073,1,Yes,No,11,Excellent,High,6,3,2,5,3,1
1932,34,0,Travel_Frequently,735,Research & Development,22,Master,Other,Male,86,2,Research Scientist,Very High,Married,5747,26496,1,Yes,Yes,15,Excellent,Medium,16,3,3,15,10,6
1933,28,1,Travel_Rarely,1475,Sales,13,College,Marketing,Female,84,2,Sales Executive,High,Single,9854,23352,3,Yes,Yes,11,Excellent,Very High,6,0,3,2,0,2
1934,47,0,Non-Travel,1169,Research & Development,14,Master,Technical Degree,Male,64,2,Research Scientist,Medium,Married,5467,2125,8,Yes,No,18,Excellent,High,16,4,4,8,7,1
1935,56,0,Travel_Rarely,1443,Sales,11,Doctor,Marketing,Female,89,2,Sales Executive,Low,Married,5380,20328,4,Yes,No,16,Excellent,High,6,3,3,0,0,0
1936,39,0,Travel_Rarely,867,Research & Development,9,College,Medical,Male,87,2,Manufacturing Director,Low,Married,5151,12315,1,Yes,No,25,Outstanding,Very High,10,3,3,10,0,7
1937,38,0,Travel_Frequently,1394,Research & Development,8,Bachelor,Medical,Female,58,2,Research Scientist,Medium,Divorced,2133,18115,1,Yes,Yes,16,Excellent,High,20,3,3,20,11,0
1938,58,0,Travel_Rarely,605,Sales,21,Bachelor,Life Sciences,Female,72,4,Manager,Very High,Married,17875,11761,4,Yes,Yes,13,Excellent,High,29,2,2,1,0,0
1939,32,1,Travel_Frequently,238,Research & Development,5,College,Life Sciences,Female,47,1,Research Scientist,High,Single,2432,15318,3,Yes,Yes,14,Excellent,Low,8,2,3,4,1,0
1940,38,0,Travel_Rarely,1206,Research & Development,9,College,Life Sciences,Male,71,1,Research Scientist,Very High,Divorced,4771,14293,2,Yes,No,19,Excellent,Very High,10,0,4,5,2,0
1941,49,0,Travel_Frequently,1064,Research & Development,2,Below College,Life Sciences,Male,42,5,Research Director,Very High,Married,19161,13738,3,Yes,No,15,Excellent,Very High,28,3,3,5,4,4
1943,42,0,Travel_Rarely,419,Sales,12,Master,Marketing,Male,77,2,Sales Executive,Very High,Divorced,5087,2900,3,Yes,Yes,12,Excellent,High,14,4,3,0,0,0
1944,27,1,Travel_Frequently,1337,Human Resources,22,Bachelor,Human Resources,Female,58,1,Human Resources,Medium,Married,2863,19555,1,Yes,No,12,Excellent,Low,1,2,3,1,0,0
1945,35,0,Travel_Rarely,682,Sales,18,Master,Medical,Male,71,2,Sales Executive,Low,Married,5561,15975,0,Yes,No,16,Excellent,Very High,6,2,1,5,3,0
1947,28,0,Non-Travel,1103,Research & Development,16,Bachelor,Medical,Male,49,1,Research Scientist,High,Single,2144,2122,1,Yes,No,14,Excellent,High,5,3,2,5,3,1
1948,31,0,Non-Travel,976,Research & Development,3,College,Medical,Male,48,1,Research Scientist,Low,Divorced,3065,3995,1,Yes,Yes,13,Excellent,Very High,4,3,4,4,2,2
1949,36,0,Non-Travel,1351,Research & Development,9,Master,Life Sciences,Male,66,1,Laboratory Technician,Medium,Married,2810,9238,1,Yes,No,22,Outstanding,Medium,5,3,3,5,4,0
1950,34,0,Travel_Rarely,937,Sales,1,Bachelor,Marketing,Male,32,3,Sales Executive,Very High,Single,9888,6770,1,Yes,No,21,Outstanding,Low,14,3,2,14,8,2
1951,34,0,Travel_Rarely,1239,Sales,13,Master,Medical,Male,39,3,Sales Executive,High,Divorced,8628,22914,1,Yes,No,18,Excellent,High,9,2,2,8,7,1
1952,26,0,Travel_Rarely,157,Research & Development,1,Bachelor,Medical,Male,95,1,Laboratory Technician,Low,Single,2867,20006,0,Yes,No,13,Excellent,Very High,8,6,2,7,7,7
1954,29,0,Travel_Rarely,136,Research & Development,1,Bachelor,Life Sciences,Male,89,2,Healthcare Representative,Low,Married,5373,6225,0,Yes,No,12,Excellent,Low,6,5,2,5,3,0
1955,32,0,Non-Travel,1146,Research & Development,15,Master,Medical,Female,34,2,Healthcare Representative,Very High,Divorced,6667,16542,5,Yes,No,18,Excellent,Medium,9,6,3,5,1,1
1956,31,0,Travel_Frequently,1125,Research & Development,1,Bachelor,Life Sciences,Male,48,2,Research Scientist,Low,Married,5003,5771,1,Yes,No,21,Outstanding,Medium,10,6,3,10,8,8
1960,28,1,Travel_Rarely,1404,Research & Development,17,Bachelor,Technical Degree,Male,32,1,Laboratory Technician,Very High,Divorced,2367,18779,5,Yes,No,12,Excellent,Low,6,2,2,4,1,0
1961,38,0,Travel_Rarely,1404,Sales,1,Bachelor,Life Sciences,Male,59,1,Sales Representative,Low,Single,2858,11473,4,Yes,No,14,Excellent,Low,20,3,2,1,0,0
1962,35,0,Travel_Rarely,1224,Sales,7,Master,Life Sciences,Female,55,2,Sales Executive,Very High,Married,5204,13586,1,Yes,Yes,11,Excellent,Very High,10,2,3,10,8,0
1965,27,0,Travel_Rarely,954,Sales,9,Bachelor,Marketing,Male,44,2,Sales Executive,Very High,Single,4105,5099,1,Yes,No,14,Excellent,Low,7,5,3,7,7,0
1966,32,0,Travel_Rarely,1373,Research & Development,5,Master,Life Sciences,Male,56,2,Manufacturing Director,Very High,Single,9679,10138,8,Yes,No,24,Outstanding,Medium,8,1,3,1,0,0
1967,31,1,Travel_Frequently,754,Sales,26,Master,Marketing,Male,63,2,Sales Executive,Very High,Married,5617,21075,1,Yes,Yes,11,Excellent,High,10,4,3,10,7,0
1968,53,1,Travel_Rarely,1168,Sales,24,Master,Life Sciences,Male,66,3,Sales Executive,Low,Single,10448,5843,6,Yes,Yes,13,Excellent,Medium,15,2,2,2,2,2
1969,54,0,Travel_Rarely,155,Research & Development,9,College,Life Sciences,Female,67,2,Research Scientist,High,Married,2897,22474,3,Yes,No,11,Excellent,High,9,6,2,4,3,2
1970,33,0,Travel_Frequently,1303,Research & Development,7,College,Life Sciences,Male,36,2,Healthcare Representative,High,Divorced,5968,18079,1,Yes,No,20,Outstanding,High,9,2,3,9,7,2
